year,month,day,daysSince,monthsSince,place,bikecount
2019,12,2,1440,48,10OGLD,151
2019,12,3,1441,48,10OGLD,92
2019,12,4,1442,48,10OGLD,121
2019,12,5,1443,48,10OGLD,12
2019,12,6,1444,48,10OGLD,13
2019,12,0,1445,48,10OGLD,49
2019,12,1,1446,48,10OGLD,52
2019,12,2,1447,48,10OGLD,43
2019,12,3,1448,48,10OGLD,28
2019,12,4,1449,48,10OGLD,47
2019,12,5,1450,48,10OGLD,9
2019,12,6,1451,48,10OGLD,9
2019,12,0,1452,48,10OGLD,32
2019,12,1,1453,48,10OGLD,16
2019,12,2,1454,48,10OGLD,0
2019,12,3,1455,48,10OGLD,4
2019,12,4,1456,48,10OGLD,2
2019,12,5,1457,48,10OGLD,3
2019,12,6,1458,48,10OGLD,5
2019,12,0,1459,48,10OGLD,7
2019,12,1,1460,48,10OGLD,4
2020,1,2,1461,49,10OGLD,3
2020,1,3,1462,49,10OGLD,17
2020,1,4,1463,49,10OGLD,10
2020,1,5,1464,49,10OGLD,4
2020,1,6,1465,49,10OGLD,10
2020,1,0,1466,49,10OGLD,20
2020,1,1,1467,49,10OGLD,20
2020,1,2,1468,49,10OGLD,18
2020,1,3,1469,49,10OGLD,13
2020,1,4,1470,49,10OGLD,21
2020,1,5,1471,49,10OGLD,0
2020,1,6,1472,49,10OGLD,7
2020,1,0,1473,49,10OGLD,22
2020,1,1,1474,49,10OGLD,26
2020,1,2,1475,49,10OGLD,15
2020,1,3,1476,49,10OGLD,12
2020,1,4,1477,49,10OGLD,5
2020,1,5,1478,49,10OGLD,1
2020,1,6,1479,49,10OGLD,9
2020,1,0,1480,49,10OGLD,6
2020,1,1,1481,49,10OGLD,4
2020,1,2,1482,49,10OGLD,1
2020,1,3,1483,49,10OGLD,1
2020,1,4,1484,49,10OGLD,4
2020,1,5,1485,49,10OGLD,3
2020,1,6,1486,49,10OGLD,0
2020,1,0,1487,49,10OGLD,0
2020,1,1,1488,49,10OGLD,8
2020,1,2,1489,49,10OGLD,0
2020,1,3,1490,49,10OGLD,1
2020,1,4,1491,49,10OGLD,0
2020,2,5,1492,50,10OGLD,0
2020,2,6,1493,50,10OGLD,1
2020,2,0,1494,50,10OGLD,7
2020,2,1,1495,50,10OGLD,0
2020,2,2,1496,50,10OGLD,1
2020,2,3,1497,50,10OGLD,1
2020,2,4,1498,50,10OGLD,8
2020,2,5,1499,50,10OGLD,3
2020,2,6,1500,50,10OGLD,7
2020,2,0,1501,50,10OGLD,6
2020,2,1,1502,50,10OGLD,5
2020,2,2,1503,50,10OGLD,0
2020,2,3,1504,50,10OGLD,0
2020,2,4,1505,50,10OGLD,4
2020,2,5,1506,50,10OGLD,3
2020,2,6,1507,50,10OGLD,2
2020,2,0,1508,50,10OGLD,0
2020,2,1,1509,50,10OGLD,0
2020,2,2,1510,50,10OGLD,0
2020,2,3,1511,50,10OGLD,1
2020,2,4,1512,50,10OGLD,0
2020,2,5,1513,50,10OGLD,2
2020,2,6,1514,50,10OGLD,0
2020,2,0,1515,50,10OGLD,8
2020,2,1,1516,50,10OGLD,0
2020,2,2,1517,50,10OGLD,0
2020,2,3,1518,50,10OGLD,0
2020,2,4,1519,50,10OGLD,3
2020,2,5,1520,50,10OGLD,4
2020,3,6,1521,51,10OGLD,2
2020,3,0,1522,51,10OGLD,0
2020,3,1,1523,51,10OGLD,3
2020,3,2,1524,51,10OGLD,0
2020,3,3,1525,51,10OGLD,0
2020,3,4,1526,51,10OGLD,0
2020,3,5,1527,51,10OGLD,2
2020,3,6,1528,51,10OGLD,3
2020,3,0,1529,51,10OGLD,0
2020,3,1,1530,51,10OGLD,0
2020,3,2,1531,51,10OGLD,0
2020,3,3,1532,51,10OGLD,0
2020,3,4,1533,51,10OGLD,0
2020,3,5,1534,51,10OGLD,0
2020,3,6,1535,51,10OGLD,0
2020,3,0,1536,51,10OGLD,0
2020,3,1,1537,51,10OGLD,0
2020,3,2,1538,51,10OGLD,0
2020,3,3,1539,51,10OGLD,0
2020,3,4,1540,51,10OGLD,2
2020,3,5,1541,51,10OGLD,1
2020,3,6,1542,51,10OGLD,3
2020,3,0,1543,51,10OGLD,0
2020,3,1,1544,51,10OGLD,6
2020,3,2,1545,51,10OGLD,2
2020,3,3,1546,51,10OGLD,0
2020,3,4,1547,51,10OGLD,31
2020,3,5,1548,51,10OGLD,47
2020,3,6,1549,51,10OGLD,6
2020,3,0,1550,51,10OGLD,24
2020,3,1,1551,51,10OGLD,274
2020,4,2,1552,52,10OGLD,266
2020,4,3,1553,52,10OGLD,391
2020,4,4,1554,52,10OGLD,146
2020,4,5,1555,52,10OGLD,995
2020,4,6,1556,52,10OGLD,346
2020,4,0,1557,52,10OGLD,642
2020,4,1,1558,52,10OGLD,665
2020,4,2,1559,52,10OGLD,304
2020,4,3,1560,52,10OGLD,109
2020,4,4,1561,52,10OGLD,257
2020,4,5,1562,52,10OGLD,543
2020,4,6,1563,52,10OGLD,558
2020,4,0,1564,52,10OGLD,39
2020,4,1,1565,52,10OGLD,294
2020,4,2,1566,52,10OGLD,189
2020,4,3,1567,52,10OGLD,293
2020,4,4,1568,52,10OGLD,286
2020,4,5,1569,52,10OGLD,1274
2020,4,6,1570,52,10OGLD,163
2020,4,0,1571,52,10OGLD,541
2020,4,1,1572,52,10OGLD,109
2020,4,2,1573,52,10OGLD,89
2020,4,3,1574,52,10OGLD,464
2020,4,4,1575,52,10OGLD,492
2020,4,5,1576,52,10OGLD,1772
2020,4,6,1577,52,10OGLD,719
2020,4,0,1578,52,10OGLD,648
2020,4,1,1579,52,10OGLD,1193
2020,4,2,1580,52,10OGLD,556
2020,4,3,1581,52,10OGLD,74
2020,5,4,1582,53,10OGLD,558
2020,5,5,1583,53,10OGLD,1929
2020,5,6,1584,53,10OGLD,1765
2020,5,0,1585,53,10OGLD,353
2020,5,1,1586,53,10OGLD,674
2020,5,2,1587,53,10OGLD,1045
2020,5,3,1588,53,10OGLD,656
2020,5,4,1589,53,10OGLD,249
2020,5,5,1590,53,10OGLD,173
2020,5,6,1591,53,10OGLD,748
2020,5,0,1592,53,10OGLD,588
2020,5,1,1593,53,10OGLD,498
2020,5,2,1594,53,10OGLD,1174
2020,5,3,1595,53,10OGLD,1037
2020,5,4,1596,53,10OGLD,298
2020,5,5,1597,53,10OGLD,1815
2020,5,6,1598,53,10OGLD,2055
2020,5,0,1599,53,10OGLD,2028
2020,5,1,1600,53,10OGLD,876
2020,5,2,1601,53,10OGLD,1548
2020,5,3,1602,53,10OGLD,1403
2020,5,4,1603,53,10OGLD,1422
2020,5,5,1604,53,10OGLD,1958
2020,5,6,1605,53,10OGLD,2254
2020,5,0,1606,53,10OGLD,719
2020,5,1,1607,53,10OGLD,988
2020,5,2,1608,53,10OGLD,1095
2020,5,3,1609,53,10OGLD,955
2020,5,4,1610,53,10OGLD,860
2020,5,5,1611,53,10OGLD,1370
2020,5,6,1612,53,10OGLD,1157
2020,6,0,1613,54,10OGLD,903
2020,6,1,1614,54,10OGLD,497
2020,6,2,1615,54,10OGLD,836
2020,6,3,1616,54,10OGLD,1837
2020,6,4,1617,54,10OGLD,1461
2020,6,5,1618,54,10OGLD,1740
2020,6,6,1619,54,10OGLD,2350
2020,6,0,1620,54,10OGLD,1267
2020,6,1,1621,54,10OGLD,1024
2020,6,2,1622,54,10OGLD,839
2020,6,3,1623,54,10OGLD,1089
2020,6,4,1624,54,10OGLD,1035
2020,6,5,1625,54,10OGLD,1259
2020,6,6,1626,54,10OGLD,2175
2020,6,0,1627,54,10OGLD,1451
2020,6,1,1628,54,10OGLD,1535
2020,6,2,1629,54,10OGLD,1415
2020,6,3,1630,54,10OGLD,1382
2020,6,4,1631,54,10OGLD,1295
2020,6,5,1632,54,10OGLD,1459
2020,6,6,1633,54,10OGLD,1531
2020,6,0,1634,54,10OGLD,778
2020,6,1,1635,54,10OGLD,950
2020,6,2,1636,54,10OGLD,1090
2020,6,3,1637,54,10OGLD,1295
2020,6,4,1638,54,10OGLD,1494
2020,6,5,1639,54,10OGLD,1082
2020,6,6,1640,54,10OGLD,1541
2020,6,0,1641,54,10OGLD,1120
2020,6,1,1642,54,10OGLD,1308
